task,round,client_id,quality_score,delta_accuracy,js_to_global,update_l2_distance_to_mean,update_cosine_distance_to_mean,normalized_entropy,class_imbalance_ratio,form,raw_lambda_score,predicted_delta_accuracy,lambda_weight,effective_quality_score
AGNews-LSTM,5,1,0.430074657456367,2.099999999999998,0.0474562977811125,1.4697716037882125,0.0963458019133568,0.8633948884283305,5.239583333333333,form_a,0.0736216221817468,2.116161501048107,1.0685816798236027,0.4595698999142852
AGNews-LSTM,5,2,0.4503450328121939,-0.3000000000000007,0.1011747985253904,2.0313982524038394,0.1623999756021144,0.7278418937642077,25.74418604651163,form_a,-0.09546702374472786,0.9096525006906401,0.9198479100122042,0.4142489372166741
Tabular-MLP,1,0,0.5934350480950683,1.6666666666666714,0.0265288027068685,2.5475663204491923,0.2562754242271783,0.8034158480707552,3.08,form_a,0.21167799991104339,3.10124397878925,1.154063914379634,0.6848619745346609
Tabular-MLP,1,1,0.5919271240082473,-1.6666666666666714,0.2359053979266678,2.0977795736885927,0.1535210813371127,-0.0,1.0,form_a,-0.5999513283498464,-2.6900265357706314,0.562067192256549,0.33270281661180967
Tabular-MLP,1,2,0.5942942254487418,20.0,0.0088558977174769,3.925912606720195,0.1155228352786978,0.9728063221185004,1.48,form_a,0.3319276081914828,3.9592686787025517,1.2838688933638167,0.7629958695593827
Tabular-MLP,2,0,0.5945783923602526,15.000000000000009,0.0265288027068685,2.5411822096419603,0.1224303267022411,0.8034158480707552,3.08,form_a,0.21138381863226338,3.0991448883468373,1.153933099736932,0.686103687332868
Tabular-MLP,2,1,0.5923961563422683,-3.3333333333333286,0.2359053979266678,2.0933175049731445,0.079884995182882,-0.0,1.0,form_a,-0.6001867534605398,-2.6917063795792173,0.5620327517433142,0.33294604187120763
Tabular-MLP,2,2,0.5962355161448847,3.333333333333343,0.0088558977174769,3.925276553909603,0.1186880559160565,0.9728063221185004,1.48,form_a,0.33190651760842294,3.9591181897200114,1.2840341485197537,0.7655867632903329
Tabular-MLP,3,0,0.5942924823893394,-1.6666666666666643,0.0265288027068685,2.5466540811685885,0.1257867767521132,0.8034158480707552,3.08,form_a,0.21163599615163123,3.100944266685566,1.153998860528768,0.6858128474981107
Tabular-MLP,3,1,0.5916034090191823,-1.6666666666666643,0.2359053979266678,2.0974586142732425,0.0802015281010142,-0.0,1.0,form_a,-0.5999682513040926,-2.690147287205471,0.5620480039038748,0.332509515141959
Tabular-MLP,3,2,0.5958931037582622,0.0,0.0088558977174769,3.928797216205208,0.1046030240561775,0.9728063221185004,1.48,form_a,0.332023223463916,3.959950928454628,1.283953135567357,0.7650988190333852
Tabular-MLP,4,0,0.5930222808154139,0.0,0.0265288027068685,2.5487327946683216,0.1281709598506123,0.8034158480707552,3.08,form_a,0.21173169410205647,3.101627106375193,1.1540489079762382,0.6843767155806064
Tabular-MLP,4,1,0.5968954648731879,-1.6666666666666643,0.2359053979266678,2.0980418830892487,0.077535120907175,-0.0,1.0,form_a,-0.5999374990870672,-2.689927858949843,0.562040023025604,0.3354791408212051
Tabular-MLP,4,2,0.5978978798437097,-28.33333333333333,0.0088558977174769,3.9290932326790746,0.1448112778651945,0.9728063221185004,1.48,form_a,0.33203303226577213,3.9600209178241523,1.2839110689981579,0.7676477060618695
Tabular-MLP,5,0,0.5983949468653029,26.66666666666667,0.0265288027068685,2.568359442191229,0.1159533624602867,0.8034158480707552,3.08,form_a,0.2126324947659659,3.1080546468086725,1.1544682273275442,0.6908279535493462
Tabular-MLP,5,1,0.5950810975102152,0.0,0.2359053979266678,2.107748393126547,0.0745564825145974,-0.0,1.0,form_a,-0.5994265819904924,-2.686282279602534,0.5620499654769965,0.3344653103116296
Tabular-MLP,5,2,0.5997366940652641,26.66666666666667,0.0088558977174769,3.932526048097088,0.1064769475747611,0.9728063221185004,1.48,form_a,0.33214673903120673,3.960832256960182,1.2834818071954592,0.7697511359403154
Audio-1DCNN,1,0,0.2365634187494742,0.6666666666666665,0.1184460894632952,4.150567112675941,0.4316801089068249,0.8787615669071187,88.0,form_a,-0.07401498981673357,1.062720566664468,1.0006153726343674,0.23670899340366502
Audio-1DCNN,1,1,0.2257541544930717,0.6666666666666665,0.095252022207683,3.2806998362184228,0.4038591657977055,0.8940052398647492,44.5,form_a,-0.016771876309626343,1.4711710056421412,1.05269668169958,0.2376506493147509
Audio-1DCNN,1,2,0.2261178480537544,0.0,0.1319178201555412,3.794380909377806,0.2002787960172691,0.8697020242240661,82.0,form_a,-0.13651647057500793,0.616749764442081,0.9466879456660529,0.21406304105243745
Audio-1DCNN,2,0,0.2375704707328956,1.1666666666666663,0.1184460894632952,3.6694320563335374,0.2747223499558264,0.8787615669071187,88.0,form_a,-0.0900322229170063,0.9484317816877067,0.9955948248535196,0.2365239311996854
Audio-1DCNN,2,1,0.2287279575863308,0.0,0.095252022207683,2.999242691965212,0.1931753901663826,0.8940052398647492,44.5,form_a,-0.0278798893794838,1.391911291476005,1.051982578432958,0.2406178265813725
Audio-1DCNN,2,2,0.2304937506319709,0.0,0.1319178201555412,3.691896360993817,0.1770075743593442,0.8697020242240661,82.0,form_a,-0.14004556714339825,0.5915683765992507,0.9524225967135226,0.21952745650314084
Audio-1DCNN,3,0,0.2331281505939162,0.6666666666666665,0.1184460894632952,3.975853714742856,0.1659736803064906,0.8787615669071187,88.0,form_a,-0.07965133269480322,1.02250320982048,0.9993715752407534,0.2329816470920056
Audio-1DCNN,3,1,0.2288456405735453,0.3333333333333335,0.095252022207683,3.2006045194473005,0.2044997141305814,0.8940052398647492,44.5,form_a,-0.01985677889289489,1.4491591034736306,1.0537686364162338,0.2411503586169844
Audio-1DCNN,3,2,0.2265854497198004,0.0,0.1319178201555412,3.677575868541166,0.1807837225908543,0.8697020242240661,82.0,form_a,-0.14054482767009657,0.5880059711184791,0.946859788343013,0.2145446509632966
Audio-1DCNN,4,0,0.2438309656043507,0.0,0.1184460894632952,3.976606262334481,0.1766571518704313,0.8787615669071187,88.0,form_a,-0.0796266332267977,1.0226794495099605,0.9977640351340071,0.24328576813201824
Audio-1DCNN,4,1,0.2305784044110574,0.0,0.095252022207683,3.2432743734167717,0.1884749026674783,0.8940052398647492,44.5,form_a,-0.018206083551746945,1.4609374152285732,1.0535910144926082,0.24293533502353284
Audio-1DCNN,4,2,0.2260584335404577,0.0,0.1319178201555412,3.792546660198902,0.1715491532826493,0.8697020242240661,82.0,form_a,-0.13657896812035908,0.6163038217204201,0.9486449503733848,0.2144491914674726
Audio-1DCNN,5,0,0.23674549629983,0.0,0.1184460894632952,4.090036971272332,0.1757958958479724,0.8787615669071187,88.0,form_a,-0.07594578069411871,1.0489436713643174,0.9974030440237603,0.23613067866836632
Audio-1DCNN,5,1,0.2355306896201511,0.3333333333333335,0.095252022207683,3.404324004564244,0.2030872201000439,0.8940052398647492,44.5,form_a,-0.012121953220068482,1.5043498984517807,1.0554558180906461,0.24859223669849065
Audio-1DCNN,5,2,0.2238187197635335,0.0,0.1319178201555412,3.860492915449601,0.2332889602033289,0.8697020242240661,82.0,form_a,-0.1342796837873885,0.6327100518780393,0.9471411378855933,0.21198791691692986
CIFAR-CNN,1,0,0.3797932060879861,-8.859999999999996,0.0580468695814876,13.75611164186514,0.1722569864317569,0.9024849063615882,14.881028938906752,form_b,0.17571512698035474,2.844635797726312,1.1694138465223107,0.44413543401439254
CIFAR-CNN,1,1,0.4725582157918703,3.3000000000000007,0.1270531045453642,10.843797935305078,0.2776991648898612,0.7967189924583488,55.67142857142857,form_b,0.009740978936603526,1.6603498727652506,1.0094283048142612,0.47701363869283947
CIFAR-CNN,1,2,0.5109555754926945,3.629999999999999,0.201348809759172,11.48306679166397,0.5613343419712038,0.6629176105093934,1414.6666666666667,form_b,-0.22313970629618413,-0.0013385345388610137,0.8211578486634283,0.419575181134165
CIFAR-CNN,2,0,0.3786429817882044,0.4399999999999977,0.0580468695814876,19.25620309912353,0.0955648683124801,0.9024849063615882,14.881028938906752,form_b,0.2078183038931054,3.0737036436072476,1.1664653634969597,0.4416739233871505
CIFAR-CNN,2,1,0.4462961994280587,8.269999999999996,0.1270531045453642,12.736837339663197,0.1496129766104875,0.7967189924583488,55.67142857142857,form_b,0.03498725474282056,1.8404912348230718,1.000782006812866,0.4466452060965677
CIFAR-CNN,2,2,0.5285140145766176,2.679999999999996,0.201348809759172,12.78866007483165,0.1702329689360331,0.6629176105093934,1414.6666666666667,form_b,-0.17237011620773773,0.3609209598851766,0.8327526296901743,0.44012143546678945
CIFAR-CNN,3,0,0.3903128796352832,2.219999999999999,0.0580468695814876,18.212485306407164,0.0905607154651734,0.9024849063615882,14.881028938906752,form_b,0.20443216781516704,3.0495423308704703,1.162750247927781,0.4538363975653317
CIFAR-CNN,3,1,0.5119049114131229,8.690000000000001,0.1270531045453642,12.007773940626082,0.1043328740156807,0.7967189924583488,55.67142857142857,form_b,0.03594461641347494,1.8473223586156418,1.0014427746606833,0.5126434748479891
CIFAR-CNN,3,2,0.4965830129772339,2.9400000000000013,0.201348809759172,12.905550963283488,0.1367311592349299,0.6629176105093934,1414.6666666666667,form_b,-0.1680270938263627,0.3919100044964947,0.8358069774115356,0.41504754711041525
CIFAR-CNN,4,0,0.3736711736363999,4.449999999999999,0.0580468695814876,15.94942318403455,0.0492960736476605,0.9024849063615882,14.881028938906752,form_b,0.19967055659855593,3.0155665026439995,1.1626515623412539,0.4344493738302503
CIFAR-CNN,4,1,0.4682818166700151,7.199999999999999,0.1270531045453642,10.859769042200467,0.0900803819817442,0.7967189924583488,55.67142857142857,form_b,0.030641587716852128,1.8094833197105016,1.0008773340881314,0.46869265627063184
CIFAR-CNN,4,2,0.4958555498014682,7.189999999999998,0.201348809759172,11.369667876096766,0.0920878744838317,0.6629176105093934,1414.6666666666667,form_b,-0.171796873752658,0.36501125333836004,0.8364711035706149,0.4147688389540481
CIFAR-CNN,5,0,0.4067167989111562,2.7600000000000016,0.0580468695814876,15.808920139152516,0.0480819476336873,0.9024849063615882,14.881028938906752,form_b,0.1991850439300388,3.0121021931325958,1.1646213364924816,0.4736710619218546
CIFAR-CNN,5,1,0.4871692899356116,6.949999999999999,0.1270531045453642,10.340000042231578,0.0971809427927749,0.7967189924583488,55.67142857142857,form_b,0.026515783644760104,1.7800442067563707,0.9993432074429035,0.4868493207719359
CIFAR-CNN,5,2,0.5023212138999786,2.120000000000001,0.201348809759172,11.076275260565003,0.1028642191628744,0.6629176105093934,1414.6666666666667,form_b,-0.1747798383309633,0.3437267159186339,0.8360354560646148,0.4199583451537996
Fashion-MLP,1,0,0.6656521180337691,9.290000000000006,0.049402010772776,13.17160512996679,0.1842107108300259,0.919964704848054,24.021929824561404,form_b,0.17150621022784665,2.814603645562385,1.18792617008092,0.7907455711821079
Fashion-MLP,1,1,0.6831620397595025,4.25,0.170160006325095,8.19650800172396,0.42402862110666,0.7205285071162855,627.0,form_b,-0.1598681152790363,0.45012728453405115,0.8855740797940225,0.6049905947102289
Fashion-MLP,1,2,0.7220523668655352,1.9000000000000057,0.0994858410058798,9.448177176729724,0.515089655066373,0.8494880539494966,4197.0,form_b,-0.10890019390322052,0.813801944843134,0.9264997501250574,0.6689813374781246
Fashion-MLP,2,0,0.5606419681924173,5.229999999999997,0.049402010772776,10.616972543313675,0.062200312982709,0.919964704848054,24.021929824561404,form_b,0.17022490524810902,2.805461068414251,1.1696096152404973,0.6557322367052083
Fashion-MLP,2,1,0.6807774731674489,-8.030000000000008,0.170160006325095,6.532797607725154,0.0827556516112066,0.7205285071162855,627.0,form_b,-0.13689945535165618,0.6140170287371246,0.8908642830107486,0.6064803355231885
Fashion-MLP,2,2,0.6936397075849111,2.259999999999998,0.0994858410058798,8.02124075685179,0.1277686164626813,0.8494880539494966,4197.0,form_b,-0.07689961276238245,1.0421377325688161,0.9395261017487538,0.6516926104853971
Fashion-MLP,3,0,0.6444411975470818,10.550000000000004,0.049402010772776,10.313441091423757,0.0863521204942787,0.919964704848054,24.021929824561404,form_b,0.16557498763829392,2.7722822147045694,1.171230121948259,0.7547889423915508
Fashion-MLP,3,1,0.7067802361985579,0.6500000000000057,0.170160006325095,6.0172909869409885,0.0984074192194423,0.7205285071162855,627.0,form_b,-0.14391567695401736,0.5639537352181017,0.890229389030403,0.6291965378498061
Fashion-MLP,3,2,0.729117044455789,3.3200000000000003,0.0994858410058798,7.515573420866606,0.1557190457925157,0.8494880539494966,4197.0,form_b,-0.08429566280690781,0.9893642249396032,0.9385404890213379,0.6843058674573287
Fashion-MLP,4,0,0.5668853718338008,-0.0499999999999971,0.049402010772776,11.41832670705933,0.1316266345643354,0.919964704848054,24.021929824561404,form_b,0.16749738076426463,2.785999188993414,1.171656904575698,0.6641951600120346
Fashion-MLP,4,1,0.6916965831791353,-10.86,0.170160006325095,6.689902436946993,0.1357112082621976,0.7205285071162855,627.0,form_b,-0.1412326084156179,0.5830984052958459,0.8911544439090407,0.6164084839367858
Fashion-MLP,4,2,0.6859540545818598,-6.689999999999998,0.0994858410058798,8.02725633703842,0.1959643561328904,0.8494880539494966,4197.0,form_b,-0.08441042422703181,0.9885453604586988,0.9371886515152613,0.6428683554149991
Fashion-MLP,5,0,0.6287348357430309,0.2199999999999988,0.049402010772776,11.008503724683267,0.0866402345856456,0.919964704848054,24.021929824561404,form_b,0.16998479017085605,2.8037477599881298,1.1724995150658597,0.7371912900137166
Fashion-MLP,5,1,0.7118343907489926,-11.519999999999996,0.170160006325095,6.792663437639693,0.1213904051171326,0.7205285071162855,627.0,form_b,-0.13865603137694826,0.6014832197831598,0.8918658160423046,0.634860759792327
Fashion-MLP,5,2,0.70477494864266,-4.719999999999999,0.0994858410058798,7.297552810655504,0.1410926318550959,0.8494880539494966,4197.0,form_b,-0.08460625855221757,0.9871480113071875,0.9356346688918354,0.6594118757165355
AGNews-LSTM,1,0,0.4593028979430438,2.6999999999999997,0.0873468923045489,1.8199327008459876,0.2564450000162304,0.7992753712789019,65.15384615384616,form_b,-0.050575330988617835,1.2299710593659539,0.9682880956193167,0.44473752836170327
AGNews-LSTM,1,1,0.4328960918054663,0.0,0.0474562977811125,0.903041230736354,0.0851062835239162,0.8633948884283305,5.239583333333333,form_b,0.06652698672181336,2.0655386961296323,1.0741967620456054,0.465015580119629
AGNews-LSTM,1,2,0.4310905324097126,0.0,0.1011747985253904,1.348161436043672,0.2291771871576667,0.7278418937642077,25.74418604651163,form_b,-0.06319739983910037,1.1399080064164333,0.9575151423350781,0.41277571249959055
AGNews-LSTM,2,0,0.4397153161862311,1.1000000000000014,0.0873468923045489,2.4020606230097346,0.2742912895277315,0.7992753712789019,65.15384615384616,form_b,-0.03857322035617684,1.315610484899131,0.9650749729880906,0.4243582468908767
AGNews-LSTM,2,1,0.429961115121843,0.1999999999999993,0.0474562977811125,1.0958022287051727,0.0455668980459256,0.8633948884283305,5.239583333333333,form_b,0.07809814659508107,2.1481031312233005,1.0702233019262457,0.46015440432558946
AGNews-LSTM,2,2,0.454575692367551,0.0,0.1011747985253904,1.6960973309569691,0.1038491993571801,0.7278418937642077,25.74418604651163,form_b,-0.039009629130483524,1.312496549536109,0.9647017250856637,0.4385299546089864
AGNews-LSTM,3,0,0.4582214783320977,0.4000000000000021,0.0873468923045489,2.8165192762564457,0.3747916069879847,0.7992753712789019,65.15384615384616,form_b,-0.0411511854571116,1.2972157660826016,0.96756607390421,0.4433595567683708
AGNews-LSTM,3,1,0.4247171344862592,1.8000000000000007,0.0474562977811125,1.220995878352002,0.122298388647079,0.8633948884283305,5.239583333333333,form_b,0.07391359800128652,2.1182448547365302,1.0714589018446907,0.4550669545112711
AGNews-LSTM,3,2,0.4457079075040561,-0.6999999999999993,0.1011747985253904,1.8056006205511983,0.2194751600773598,0.7278418937642077,25.74418604651163,form_b,-0.048862537435282676,1.242192464455162,0.9609750242510993,0.428314167222617
AGNews-LSTM,4,0,0.4658485770879088,0.8000000000000007,0.0873468923045489,2.761222027666665,0.3339649591182765,0.7992753712789019,65.15384615384616,form_b,-0.0377122383492772,1.3217539047294724,0.9648145488130079,0.4494574847182524
AGNews-LSTM,4,1,0.426543581524891,2.099999999999998,0.0474562977811125,1.109835739301838,0.0495044873589279,0.8633948884283305,5.239583333333333,form_b,0.07815877503567224,2.1485357372025495,1.0691757305951364,0.45605004540754146
AGNews-LSTM,4,2,0.4529786022758786,-0.3000000000000007,0.1011747985253904,1.912832803309028,0.1315053134686685,0.7278418937642077,25.74418604651163,form_b,-0.03631557805467878,1.331719584013507,0.9660097205918556,0.4375817330186108
AGNews-LSTM,5,0,0.4647434176785932,0.8000000000000007,0.0873468923045489,3.2475586891577843,0.393459392888085,0.7992753712789019,65.15384615384616,form_b,-0.03524923816778729,1.3393283070234137,0.9643714061808645,0.44818526322000574
AGNews-LSTM,5,1,0.430074657456367,2.099999999999998,0.0474562977811125,1.4697716037882125,0.0963458019133568,0.8633948884283305,5.239583333333333,form_b,0.08470010262380004,2.195210489171375,1.07255494650354,0.461278701220642
AGNews-LSTM,5,2,0.4503450328121939,-0.3000000000000007,0.1011747985253904,2.0313982524038394,0.1623999756021144,0.7278418937642077,25.74418604651163,form_b,-0.03676843908632437,1.3284882558093105,0.9630736473155953,0.433715433300901
Tabular-MLP,1,0,0.5934350480950683,1.6666666666666714,0.0265288027068685,2.5475663204491923,0.2562754242271783,0.8034158480707552,3.08,form_b,0.12211277897994716,2.4621635450896315,1.0632956665510094,0.6309969150189759
Tabular-MLP,1,1,0.5919271240082473,-1.6666666666666714,0.2359053979266678,2.0977795736885927,0.1535210813371127,-0.0,1.0,form_b,-0.23976639362843624,-0.11997599717023433,0.7715187140795493,0.4566828535436489
Tabular-MLP,1,2,0.5942942254487418,20.0,0.0088558977174769,3.925912606720195,0.1155228352786978,0.9728063221185004,1.48,form_b,0.22534812600296955,3.1987853014224807,1.165185619369441,0.6924630851671744
